customer_id	customer_name	gender	age	price	quantity	purchase_date	email	category	age_bracket	category_code	sub_total	tax	final_total	year	month	month_name	day_of_week	quarter
449	Mark	Unknown	27	84.59	120	2025-09-28	jonathan79@yahoo.com	Furniture	Middle	FR	10150.8	761.31	10912.109999999999	2025	9	September	Sunday	3
450	Breanna Blair	Unknown	76	162.54843	156	2024-03-31	no@email.com	Electronics	Middle	ET	25357.56	1901.82	27259.38	2024	3	March	Sunday	1
451	Jordan Perkins	Unknown	53	186.97	184	2024-03-31	no@email.com	Furniture	Middle	FR	34402.48	2580.19	36982.670000000006	2024	3	March	Sunday	1
452	Gary	Female	53	297.7	184	2000-04-11	no@email.com	Clothing	Middle	CL	54776.8	4108.26	58885.060000000005	2000	4	April	Tuesday	2
453	AMY	Male	69	473.4	136	2000-04-11	no@email.com	Electronics	Middle	ET	64382.4	4828.68	69211.08	2000	4	April	Tuesday	2
454	brian	Unknown	43	85.82	136	2000-04-11	no@email.com	Clothing	Middle	CL	11671.52	875.36	12546.880000000001	2000	4	April	Tuesday	2
455	Alexa Johnson	Female	78	162.54843	35	2000-04-11	no@email.com	Electronics	Middle	ET	5689.2	426.69	6115.889999999999	2000	4	April	Tuesday	2
456	Robert	Unknown	53	162.54843	198	2001-03-04	no@email.com	Electronics	Middle	ET	32184.59	2413.84	34598.43	2001	3	March	Sunday	1
457	Unknown	Unknown	53	495.18	145	2001-03-04	no@email.com	Furniture	Middle	FR	71801.1	5385.08	77186.18000000001	2001	3	March	Sunday	1
458	THOMAS	Female	53	165.74524	145	2025-08-30	no@email.com	Clothing	Middle	CL	24033.06	1802.48	25835.54	2025	8	August	Saturday	3
459	Jacqueline Mccormick	Female	53	216.42	145	2020-08-20	christineclark@hotmail.com	Electronics	Middle	ET	31380.9	2353.57	33734.47	2020	8	August	Thursday	3
460	Unknown	Male	91	302.05	4	2020-08-20	susan08@hotmail.com	Furniture	Middle	FR	1208.2	90.62	1298.8200000000002	2020	8	August	Thursday	3
461	Daniel Mclaughlin	Male	26	111.1	4	2020-08-20	stephanieford@gmail.com	Furniture	Middle	FR	444.4	33.33	477.72999999999996	2020	8	August	Thursday	3
462	Unknown	Male	53	165.74524	158	2024-06-10	cathy89@goodman.net	Clothing	Middle	CL	26187.75	1964.08	28151.83	2024	6	June	Monday	2
463	Unknown	Male	28	371.05	158	2005-11-11	ashley04@valdez.info	Electronics	Middle	ET	58625.9	4396.94	63022.840000000004	2005	11	November	Friday	4
464	Scott Cain	Unknown	55	462.41	184	2005-11-11	no@email.com	Clothing	Middle	CL	85083.44	6381.26	91464.7	2005	11	November	Friday	4
465	JESSICA	Unknown	84	162.54843	173	2024-10-15	no@email.com	Electronics	Middle	ET	28120.88	2109.07	30229.95	2024	10	October	Tuesday	4
466	Unknown	Male	61	36.18	156	2005-01-17	clarkraymond@mccarthy-sweeney.com	Clothing	Middle	CL	5644.08	423.31	6067.39	2005	1	January	Monday	1
467	Unknown	Unknown	89	-42.98	129	2005-01-17	watsonjerry@burgess-rios.com	Electronics	Middle	ET	-5544.42	-415.83	-5960.25	2005	1	January	Monday	1
468	Charles	Male	53	471.31	16	2025-06-19	mchristensen@jones.com	Electronics	Middle	ET	7540.96	565.57	8106.53	2025	6	June	Thursday	2
469	Unknown	Unknown	77	175.15	187	2009-08-10	no@email.com	Furniture	Middle	FR	32753.05	2456.48	35209.53	2009	8	August	Monday	3
470	Lauren Mann	Unknown	63	153.9	187	2009-08-10	wagnerdarlene@yahoo.com	Clothing	Middle	CL	28779.3	2158.45	30937.75	2009	8	August	Monday	3
471	Sarah Weber	Unknown	93	93.47	187	2024-02-28	taylorbethany@yahoo.com	Clothing	Middle	CL	17478.89	1310.92	18789.809999999998	2024	2	February	Wednesday	1
472	Unknown	Unknown	53	162.54843	187	2024-02-28	no@email.com	Electronics	Middle	ET	30396.56	2279.74	32676.300000000003	2024	2	February	Wednesday	1
473	stephanie	Unknown	19	165.74524	99	2017-05-15	iwalters@becker.com	Clothing	Young	CL	16408.78	1230.66	17639.44	2017	5	May	Monday	2
474	Unknown	Unknown	52	114.54	99	2015-01-10	no@email.com	Furniture	Middle	FR	11339.46	850.46	12189.919999999998	2015	1	January	Saturday	1
475	Andrew Rodgers	Female	45	146.92767	108	2010-04-19	no@email.com	Furniture	Middle	FR	15868.19	1190.11	17058.3	2010	4	April	Monday	2
476	Brian	Male	53	165.74524	21	2010-04-19	no@email.com	Clothing	Middle	CL	3480.65	261.05	3741.7000000000003	2010	4	April	Monday	2
477	Unknown	Unknown	53	165.74524	21	2023-08-25	markssherri@gmail.com	Clothing	Middle	CL	3480.65	261.05	3741.7000000000003	2023	8	August	Friday	3
478	MARIO	Male	53	282.41	21	2023-08-25	no@email.com	Clothing	Middle	CL	5930.61	444.8	6375.41	2023	8	August	Friday	3
479	Justin	Unknown	53	4.97	21	2018-07-23	no@email.com	Furniture	Middle	FR	104.37	7.83	112.2	2018	7	July	Monday	3
480	Amy Velasquez	Female	16	165.74524	21	2018-07-23	no@email.com	Clothing	Young	CL	3480.65	261.05	3741.7000000000003	2018	7	July	Monday	3
481	Jacob	Female	27	265.08	149	2018-07-23	no@email.com	Clothing	Middle	CL	39496.92	2962.27	42459.189999999995	2018	7	July	Monday	3
482	Sandra Horton	Unknown	45	51.3	149	2018-07-23	no@email.com	Furniture	Middle	FR	7643.7	573.28	8216.98	2018	7	July	Monday	3
483	Susan Davis	Male	33	106.57	149	2018-07-23	no@email.com	Clothing	Middle	CL	15878.93	1190.92	17069.85	2018	7	July	Monday	3
484	Unknown	Unknown	62	-9.68	149	2018-07-23	cartercharlene@stokes-lawson.com	Furniture	Middle	FR	-1442.32	-108.17	-1550.49	2018	7	July	Monday	3
485	joy	Male	87	169.51	23	2018-07-23	no@email.com	Electronics	Middle	ET	3898.73	292.4	4191.13	2018	7	July	Monday	3
486	Tiffany	Male	35	79.82	34	2018-07-23	no@email.com	Clothing	Middle	CL	2713.88	203.54	2917.42	2018	7	July	Monday	3
487	carrie	Female	53	146.01	67	2025-07-23	jmurillo@yahoo.com	Electronics	Middle	ET	9782.67	733.7	10516.37	2025	7	July	Wednesday	3
488	Kimberly	Unknown	40	24.76	70	2024-04-03	courtneypalmer@frye.com	Furniture	Middle	FR	1733.2	129.99	1863.19	2024	4	April	Wednesday	2
489	lisa	Male	34	339.51	181	2024-04-03	allisonrobinson@sanchez.com	Clothing	Middle	CL	61451.31	4608.85	66060.16	2024	4	April	Wednesday	2
490	BRITTANY	Male	53	192.8	114	2024-04-03	no@email.com	Clothing	Middle	CL	21979.2	1648.44	23627.64	2024	4	April	Wednesday	2
491	Unknown	Unknown	53	165.74524	114	2024-04-03	no@email.com	Clothing	Middle	CL	18894.96	1417.12	20312.079999999998	2024	4	April	Wednesday	2
492	michael	Unknown	53	150.79	178	2021-03-03	no@email.com	Electronics	Middle	ET	26840.62	2013.05	28853.67	2021	3	March	Wednesday	1
493	Unknown	Unknown	43	162.54843	178	2021-03-03	no@email.com	Electronics	Middle	ET	28933.62	2170.02	31103.64	2021	3	March	Wednesday	1
494	JUAN	Female	53	146.81	88	2021-03-03	no@email.com	Clothing	Middle	CL	12919.28	968.95	13888.230000000001	2021	3	March	Wednesday	1
495	Unknown	Unknown	53	165.74524	94	2007-05-26	lhenderson@yahoo.com	Clothing	Middle	CL	15580.05	1168.5	16748.55	2007	5	May	Saturday	2
496	Unknown	Unknown	53	162.54843	51	2012-06-07	no@email.com	Electronics	Middle	ET	8289.97	621.75	8911.72	2012	6	June	Thursday	2
497	anthony	Male	10	334.72	123	2012-06-07	no@email.com	Clothing	Young	CL	41170.56	3087.79	44258.35	2012	6	June	Thursday	2
498	Brianna	Female	37	146.92767	182	2012-06-07	no@email.com	Furniture	Middle	FR	26740.84	2005.56	28746.4	2012	6	June	Thursday	2
499	KIMBERLY	Male	13	146.92767	182	2021-05-11	no@email.com	Furniture	Young	FR	26740.84	2005.56	28746.4	2021	5	May	Tuesday	2
500	Lauren	Female	53	48.54	177	2021-05-11	no@email.com	Electronics	Middle	ET	8591.58	644.37	9235.95	2021	5	May	Tuesday	2
501	stephanie	Unknown	64	165.74524	177	2025-05-25	no@email.com	Clothing	Middle	CL	29336.91	2200.27	31537.18	2025	5	May	Sunday	2
502	WILLIAM	Female	27	146.92767	177	2024-09-04	mary53@washington.info	Furniture	Middle	FR	26006.2	1950.46	27956.66	2024	9	September	Wednesday	3
503	EDWARD	Unknown	86	463.86	113	2008-05-01	no@email.com	Furniture	Middle	FR	52416.18	3931.21	56347.39	2008	5	May	Thursday	2
504	Debbie Macdonald	Female	53	391.53	113	2008-05-01	no@email.com	Clothing	Middle	CL	44242.89	3318.22	47561.11	2008	5	May	Thursday	2
505	Rodney Carter	Unknown	78	63.54	113	2008-05-01	no@email.com	Furniture	Middle	FR	7180.02	538.5	7718.52	2008	5	May	Thursday	2
506	Amy	Female	71	197.67	65	2008-05-01	no@email.com	Clothing	Middle	CL	12848.55	963.64	13812.189999999999	2008	5	May	Thursday	2
507	ANDREW	Female	49	165.74524	65	2008-05-01	christinapowell@hernandez-walker.com	Clothing	Middle	CL	10773.44	808.01	11581.45	2008	5	May	Thursday	2
508	Unknown	Male	53	114.98	48	2008-05-01	no@email.com	Clothing	Middle	CL	5519.04	413.93	5932.97	2008	5	May	Thursday	2
509	caitlin	Female	46	162.54843	133	2008-05-01	no@email.com	Electronics	Middle	ET	21618.94	1621.42	23240.36	2008	5	May	Thursday	2
510	Unknown	Female	91	491.44	34	2022-03-04	marquezmelissa@gmail.com	Furniture	Middle	FR	16708.96	1253.17	17962.129999999997	2022	3	March	Friday	1
511	Unknown	Male	59	498.51	140	2022-03-04	no@email.com	Clothing	Middle	CL	69791.4	5234.35	75025.75	2022	3	March	Friday	1
512	Derek	Male	42	5.56	140	2022-03-04	no@email.com	Clothing	Middle	CL	778.4	58.38	836.78	2022	3	March	Friday	1
513	Unknown	Female	42	63.77	48	2022-03-04	no@email.com	Clothing	Middle	CL	3060.96	229.57	3290.53	2022	3	March	Friday	1
514	BRIAN	Unknown	13	165.74524	121	2022-03-04	seanwright@zamora-deleon.info	Clothing	Young	CL	20055.17	1504.14	21559.309999999998	2022	3	March	Friday	1
515	steven	Unknown	53	165.74524	103	2022-03-04	frank62@wagner-simmons.com	Clothing	Middle	CL	17071.76	1280.38	18352.14	2022	3	March	Friday	1
516	Jeffery Campbell	Unknown	53	300.93	103	2018-11-25	williamvillegas@ray-tucker.net	Clothing	Middle	CL	30995.79	2324.68	33320.47	2018	11	November	Sunday	4
517	Kayla	Unknown	67	146.92767	155	2018-11-25	mcculloughjames@schultz.com	Furniture	Middle	FR	22773.79	1708.03	24481.82	2018	11	November	Sunday	4
518	Unknown	Unknown	53	165.74524	103	2024-08-19	no@email.com	Clothing	Middle	CL	17071.76	1280.38	18352.14	2024	8	August	Monday	3
519	Unknown	Female	53	162.54843	11	2024-08-19	no@email.com	Electronics	Middle	ET	1788.03	134.1	1922.1299999999999	2024	8	August	Monday	3
520	Alicia Johnson	Unknown	51	173.36	6	2024-08-19	no@email.com	Clothing	Middle	CL	1040.16	78.01	1118.17	2024	8	August	Monday	3
521	Unknown	Unknown	50	74.34	6	2024-08-03	no@email.com	Electronics	Middle	ET	446.04	33.45	479.49	2024	8	August	Saturday	3
522	Laura	Unknown	79	165.74524	86	2024-08-03	no@email.com	Clothing	Middle	CL	14254.09	1069.06	15323.15	2024	8	August	Saturday	3
523	Unknown	Female	54	323.97	86	2024-08-03	no@email.com	Electronics	Middle	ET	27861.42	2089.61	29951.03	2024	8	August	Saturday	3
524	KYLE	Unknown	47	165.74524	59	2024-08-03	lyonsbrad@graham.com	Clothing	Middle	CL	9778.97	733.42	10512.39	2024	8	August	Saturday	3
525	MARK	Male	51	277.86	59	2024-08-03	no@email.com	Clothing	Middle	CL	16393.74	1229.53	17623.27	2024	8	August	Saturday	3
526	MARY	Male	100	-42.42	59	2024-08-03	no@email.com	Electronics	Middle	ET	-2502.78	-187.71	-2690.4900000000002	2024	8	August	Saturday	3
527	Jay	Male	53	195.81	59	2022-09-20	vbrown@baker-ruiz.info	Clothing	Middle	CL	11552.79	866.46	12419.25	2022	9	September	Tuesday	3
528	Olivia Espinoza	Unknown	19	139.07	109	2022-09-20	jrussell@schmidt-riggs.biz	Electronics	Young	ET	15158.63	1136.9	16295.529999999999	2022	9	September	Tuesday	3
529	Zachary Barnett	Female	33	162.54843	101	2022-09-20	fryeamy@yahoo.com	Electronics	Middle	ET	16417.39	1231.3	17648.69	2022	9	September	Tuesday	3
530	Carrie Lee	Male	32	340.93	180	2022-09-20	no@email.com	Clothing	Middle	CL	61367.4	4602.56	65969.96	2022	9	September	Tuesday	3
531	Joyce	Unknown	49	454.41	145	2022-09-20	patrick43@simmons-santiago.com	Clothing	Middle	CL	65889.45	4941.71	70831.16	2022	9	September	Tuesday	3
532	Frank White	Female	48	165.74524	22	2022-09-20	no@email.com	Clothing	Middle	CL	3646.4	273.48	3919.88	2022	9	September	Tuesday	3
533	Kyle Pittman	Unknown	53	275.07	32	2022-09-20	ian17@phillips.com	Clothing	Middle	CL	8802.24	660.17	9462.41	2022	9	September	Tuesday	3
534	JOSEPH	Male	63	42.34	169	2022-09-20	no@email.com	Electronics	Middle	ET	7155.46	536.66	7692.12	2022	9	September	Tuesday	3
535	Unknown	Female	53	-5.91	169	2022-09-20	no@email.com	Clothing	Middle	CL	-998.79	-74.91	-1073.7	2022	9	September	Tuesday	3
536	TIMOTHY	Male	72	124.81	19	2021-11-14	no@email.com	Electronics	Middle	ET	2371.39	177.85	2549.24	2021	11	November	Sunday	4
537	Unknown	Female	18	212.17	54	2023-11-19	no@email.com	Electronics	Young	ET	11457.18	859.29	12316.470000000001	2023	11	November	Sunday	4
538	joshua	Female	67	165.74524	4	2023-11-19	matthewbarrera@kane.info	Clothing	Middle	CL	662.98	49.72	712.7	2023	11	November	Sunday	4
539	Unknown	Male	53	181.77	4	2023-11-19	nwilliams@yahoo.com	Clothing	Middle	CL	727.08	54.53	781.61	2023	11	November	Sunday	4
540	stanley	Female	53	131.34	58	2023-11-19	no@email.com	Furniture	Middle	FR	7617.72	571.33	8189.05	2023	11	November	Sunday	4
541	Monica	Unknown	43	137.91	30	2025-10-16	no@email.com	Electronics	Middle	ET	4137.3	310.3	4447.6	2025	10	October	Thursday	4
542	joel	Unknown	46	245.93	198	2005-09-01	no@email.com	Electronics	Middle	ET	48694.14	3652.06	52346.2	2005	9	September	Thursday	3
543	MELISSA	Male	21	156.6	198	2005-09-01	no@email.com	Electronics	Young	ET	31006.8	2325.51	33332.31	2005	9	September	Thursday	3
544	Ashley	Male	93	485.01	198	2021-09-18	no@email.com	Electronics	Middle	ET	96031.98	7202.4	103234.37999999999	2021	9	September	Saturday	3
545	Emily Jackson	Female	36	427.75	112	2024-02-19	no@email.com	Clothing	Middle	CL	47908.0	3593.1	51501.1	2024	2	February	Monday	1
546	jennifer	Unknown	41	85.63	112	2024-02-19	no@email.com	Clothing	Middle	CL	9590.56	719.29	10309.849999999999	2024	2	February	Monday	1
547	Amanda Suarez	Unknown	53	162.54843	175	2024-02-19	no@email.com	Electronics	Middle	ET	28445.98	2133.45	30579.43	2024	2	February	Monday	1
548	JOSEPH	Female	53	162.54843	61	2017-08-02	no@email.com	Electronics	Middle	ET	9915.45	743.66	10659.11	2017	8	August	Wednesday	3
549	BRIANNA	Female	53	206.76	132	2017-08-02	jacksondavid@bishop.com	Electronics	Middle	ET	27292.32	2046.92	29339.239999999998	2017	8	August	Wednesday	3
550	Unknown	Male	79	72.37	185	2017-08-02	wrogers@bowen.com	Electronics	Middle	ET	13388.45	1004.13	14392.58	2017	8	August	Wednesday	3
551	leslie	Female	53	167.11	193	2012-09-20	no@email.com	Electronics	Middle	ET	32252.23	2418.92	34671.15	2012	9	September	Thursday	3
552	JOHN	Male	53	146.92767	193	2012-09-20	taylorkelly@gmail.com	Furniture	Middle	FR	28357.04	2126.78	30483.82	2012	9	September	Thursday	3
553	Unknown	Unknown	53	146.92767	193	2012-09-20	abigail68@hammond.info	Furniture	Middle	FR	28357.04	2126.78	30483.82	2012	9	September	Thursday	3
554	CHELSEA	Unknown	75	146.92767	3	2008-11-01	no@email.com	Furniture	Middle	FR	440.78	33.06	473.84	2008	11	November	Saturday	4
555	Unknown	Female	50	47.32	3	2008-11-01	no@email.com	Electronics	Middle	ET	141.96	10.65	152.61	2008	11	November	Saturday	4
556	Tiffany	Female	98	459.03	4	2008-11-01	no@email.com	Furniture	Middle	FR	1836.12	137.71	1973.83	2008	11	November	Saturday	4
557	Haley Barron	Male	53	146.92767	4	2008-11-01	no@email.com	Furniture	Middle	FR	587.71	44.08	631.7900000000001	2008	11	November	Saturday	4
558	david	Female	54	162.54843	4	2024-01-19	no@email.com	Electronics	Middle	ET	650.19	48.76	698.95	2024	1	January	Friday	1
559	Mary	Male	16	165.74524	4	2020-06-08	no@email.com	Clothing	Young	CL	662.98	49.72	712.7	2020	6	June	Monday	2
560	TONY	Unknown	73	146.92767	138	2020-06-08	lori64@gmail.com	Furniture	Middle	FR	20276.02	1520.7	21796.72	2020	6	June	Monday	2
561	Unknown	Male	53	164.17	174	2020-06-08	no@email.com	Electronics	Middle	ET	28565.58	2142.42	30708.0	2020	6	June	Monday	2
562	Unknown	Unknown	25	28.4	148	2020-06-08	no@email.com	Electronics	Middle	ET	4203.2	315.24	4518.44	2020	6	June	Monday	2
563	Stacey Miranda	Male	53	165.74524	148	2020-06-08	amoore@yahoo.com	Clothing	Middle	CL	24530.3	1839.77	26370.07	2020	6	June	Monday	2
564	VERONICA	Male	53	165.74524	148	2020-06-08	youngmatthew@burgess.info	Clothing	Middle	CL	24530.3	1839.77	26370.07	2020	6	June	Monday	2
565	Unknown	Male	48	146.92767	148	2020-06-08	no@email.com	Furniture	Middle	FR	21745.3	1630.9	23376.2	2020	6	June	Monday	2
566	Unknown	Unknown	43	165.74524	88	2019-01-30	no@email.com	Clothing	Middle	CL	14585.58	1093.92	15679.5	2019	1	January	Wednesday	1
567	JONATHAN	Unknown	53	18.4	48	2019-01-30	no@email.com	Clothing	Middle	CL	883.2	66.24	949.44	2019	1	January	Wednesday	1
568	Teresa	Unknown	77	17.99	2	2019-01-30	no@email.com	Electronics	Middle	ET	35.98	2.7	38.68	2019	1	January	Wednesday	1
569	Patrick	Unknown	66	165.74524	2	2023-10-09	no@email.com	Clothing	Middle	CL	331.49	24.86	356.35	2023	10	October	Monday	4
570	Unknown	Female	53	345.22	2	2023-10-09	sheila59@gmail.com	Electronics	Middle	ET	690.44	51.78	742.22	2023	10	October	Monday	4
571	Renee Smith	Male	33	191.01	195	2023-10-09	no@email.com	Electronics	Middle	ET	37246.95	2793.52	40040.469999999994	2023	10	October	Monday	4
572	Diane	Male	89	492.59	195	2006-07-12	no@email.com	Clothing	Middle	CL	96055.05	7204.13	103259.18000000001	2006	7	July	Wednesday	3
573	Unknown	Unknown	93	123.24	127	2023-03-20	no@email.com	Clothing	Middle	CL	15651.48	1173.86	16825.34	2023	3	March	Monday	1
574	Charles	Female	53	165.74524	82	2023-03-20	sarah20@hotmail.com	Clothing	Middle	CL	13591.11	1019.33	14610.44	2023	3	March	Monday	1
575	JENNIFER	Female	27	-45.15	141	2023-03-20	no@email.com	Electronics	Middle	ET	-6366.15	-477.46	-6843.61	2023	3	March	Monday	1
576	Jenny Mora	Unknown	60	162.54843	141	2018-10-27	no@email.com	Electronics	Middle	ET	22919.33	1718.95	24638.280000000002	2018	10	October	Saturday	4
577	Stephen Wilson	Female	21	165.74524	30	2018-10-27	no@email.com	Clothing	Young	CL	4972.36	372.93	5345.29	2018	10	October	Saturday	4
578	Unknown	Male	52	165.74524	187	2023-11-06	no@email.com	Clothing	Middle	CL	30994.36	2324.58	33318.94	2023	11	November	Monday	4
579	Aaron Pierce	Unknown	36	216.75	88	2023-11-06	no@email.com	Clothing	Middle	CL	19074.0	1430.55	20504.55	2023	11	November	Monday	4
580	casey	Unknown	38	146.92767	9	2023-11-06	no@email.com	Furniture	Middle	FR	1322.35	99.18	1421.53	2023	11	November	Monday	4
581	Robert	Female	96	133.82	-9	2023-11-06	no@email.com	Clothing	Middle	CL	-1204.38	-90.33	-1294.71	2023	11	November	Monday	4
582	GREGORY	Female	62	417.57	36	2023-11-06	rossbrittany@wyatt.com	Electronics	Middle	ET	15032.52	1127.44	16159.960000000001	2023	11	November	Monday	4
583	erin	Female	69	146.92767	21	2023-11-06	nathanclark@soto.com	Furniture	Middle	FR	3085.48	231.41	3316.89	2023	11	November	Monday	4
584	Unknown	Unknown	68	165.74524	195	2025-03-06	davidshepherd@gmail.com	Clothing	Middle	CL	32320.32	2424.02	34744.34	2025	3	March	Thursday	1
585	Michael	Male	63	283.58	138	2025-03-06	nbutler@yahoo.com	Clothing	Middle	CL	39134.04	2935.05	42069.090000000004	2025	3	March	Thursday	1
586	Kristina	Male	53	162.54843	10	2025-03-06	no@email.com	Electronics	Middle	ET	1625.48	121.91	1747.39	2025	3	March	Thursday	1
587	kelly	Male	45	165.74524	10	2025-03-06	ronald11@yahoo.com	Clothing	Middle	CL	1657.45	124.31	1781.76	2025	3	March	Thursday	1
588	Unknown	Male	53	11.78	70	2005-07-18	alyssabell@yahoo.com	Furniture	Middle	FR	824.6	61.84	886.44	2005	7	July	Monday	3
589	Amanda	Male	53	196.34	70	2005-07-18	daughertyjamie@yahoo.com	Furniture	Middle	FR	13743.8	1030.78	14774.58	2005	7	July	Monday	3
590	Unknown	Female	53	165.74524	176	2020-09-17	julie55@hotmail.com	Clothing	Middle	CL	29171.16	2187.84	31359.0	2020	9	September	Thursday	3
591	Kimberly Graham	Female	51	146.92767	163	2020-09-17	no@email.com	Furniture	Middle	FR	23949.21	1796.19	25745.399999999998	2020	9	September	Thursday	3
592	Micheal Shelton	Unknown	29	165.74524	144	2020-09-17	no@email.com	Clothing	Middle	CL	23867.31	1790.05	25657.36	2020	9	September	Thursday	3
593	Janet	Female	26	162.54843	184	2020-09-17	no@email.com	Electronics	Middle	ET	29908.91	2243.17	32152.08	2020	9	September	Thursday	3
594	Amy Howell	Female	53	480.53	173	2020-09-17	grivas@hotmail.com	Clothing	Middle	CL	83131.69	6234.88	89366.57	2020	9	September	Thursday	3
595	Erin	Unknown	53	162.54843	173	2020-09-17	hollyhansen@gmail.com	Electronics	Middle	ET	28120.88	2109.07	30229.95	2020	9	September	Thursday	3
596	Melissa	Female	32	212.27	119	2020-09-17	no@email.com	Clothing	Middle	CL	25260.13	1894.51	27154.64	2020	9	September	Thursday	3
597	Shawna	Unknown	81	165.74524	119	2020-09-17	no@email.com	Clothing	Middle	CL	19723.68	1479.28	21202.96	2020	9	September	Thursday	3
598	KIMBERLY	Male	53	450.96	-10	2022-04-01	no@email.com	Furniture	Middle	FR	-4509.6	-338.22	-4847.820000000001	2022	4	April	Friday	2
599	gina	Unknown	53	146.92767	142	2022-02-06	xhayes@hotmail.com	Furniture	Middle	FR	20863.73	1564.78	22428.51	2022	2	February	Sunday	1
600	KIRK	Female	53	81.79	65	2022-02-06	no@email.com	Clothing	Middle	CL	5316.35	398.73	5715.08	2022	2	February	Sunday	1
601	Linda Lee	Female	66	186.09	128	2022-05-28	no@email.com	Electronics	Middle	ET	23819.52	1786.46	25605.98	2022	5	May	Saturday	2
602	Unknown	Male	47	115.77	91	2022-05-28	no@email.com	Furniture	Middle	FR	10535.07	790.13	11325.199999999999	2022	5	May	Saturday	2
603	jennifer	Female	68	165.74524	91	2022-05-28	no@email.com	Clothing	Middle	CL	15082.82	1131.21	16214.029999999999	2022	5	May	Saturday	2
604	Unknown	Male	53	118.36	-1	2022-05-28	no@email.com	Clothing	Middle	CL	-118.36	-8.88	-127.24	2022	5	May	Saturday	2
605	meagan	Unknown	17	146.92767	-1	2022-05-28	no@email.com	Furniture	Young	FR	-146.93	-11.02	-157.95000000000002	2022	5	May	Saturday	2
606	Marcus	Unknown	64	114.87	198	2018-02-16	anthonybradley@hotmail.com	Electronics	Middle	ET	22744.26	1705.82	24450.079999999998	2018	2	February	Friday	1
607	JENNIFER	Female	53	146.92767	117	2018-02-16	wsmith@lynch.com	Furniture	Middle	FR	17190.54	1289.29	18479.83	2018	2	February	Friday	1
608	Unknown	Male	57	100.53	153	2001-06-05	no@email.com	Electronics	Middle	ET	15381.09	1153.58	16534.67	2001	6	June	Tuesday	2
609	victoria	Male	10	146.92767	51	2024-04-02	alicia48@cooper-morris.biz	Furniture	Young	FR	7493.31	562.0	8055.31	2024	4	April	Tuesday	2
610	Unknown	Female	47	165.74524	125	2024-04-02	jacob88@yahoo.com	Clothing	Middle	CL	20718.15	1553.86	22272.010000000002	2024	4	April	Tuesday	2
611	Unknown	Male	18	165.74524	125	2024-04-02	carolyn30@galvan.com	Clothing	Young	CL	20718.15	1553.86	22272.010000000002	2024	4	April	Tuesday	2
612	Spencer Sanders	Unknown	45	395.57	185	2024-04-02	williamsryan@gmail.com	Clothing	Middle	CL	73180.45	5488.53	78668.98	2024	4	April	Tuesday	2
613	Unknown	Male	53	162.54843	185	2024-04-02	no@email.com	Electronics	Middle	ET	30071.46	2255.36	32326.82	2024	4	April	Tuesday	2
614	JACQUELINE	Female	31	364.38	67	2021-07-16	iwarner@jones-clark.biz	Electronics	Middle	ET	24413.46	1831.01	26244.469999999998	2021	7	July	Friday	3
615	Stacy	Female	53	146.92767	67	2021-07-16	destiny68@jenkins.net	Furniture	Middle	FR	9844.15	738.31	10582.46	2021	7	July	Friday	3
616	nathan	Unknown	71	146.92767	67	2021-07-16	no@email.com	Furniture	Middle	FR	9844.15	738.31	10582.46	2021	7	July	Friday	3
617	Katie Simmons	Unknown	53	-19.44	183	2021-07-16	no@email.com	Clothing	Middle	CL	-3557.52	-266.81	-3824.33	2021	7	July	Friday	3
618	TARA	Unknown	25	165.74524	122	2021-07-16	no@email.com	Clothing	Middle	CL	20220.92	1516.57	21737.489999999998	2021	7	July	Friday	3
619	Unknown	Female	53	-45.86	53	2021-07-16	no@email.com	Electronics	Middle	ET	-2430.58	-182.29	-2612.87	2021	7	July	Friday	3
620	linda	Female	74	146.92767	108	2023-02-23	no@email.com	Furniture	Middle	FR	15868.19	1190.11	17058.3	2023	2	February	Thursday	1
621	charles	Unknown	53	109.94	108	2023-02-23	mary43@hotmail.com	Furniture	Middle	FR	11873.52	890.51	12764.03	2023	2	February	Thursday	1
622	Robert	Unknown	73	165.74524	82	2023-02-23	no@email.com	Clothing	Middle	CL	13591.11	1019.33	14610.44	2023	2	February	Thursday	1
623	Unknown	Male	79	4.6	160	2017-01-22	no@email.com	Electronics	Middle	ET	736.0	55.2	791.2	2017	1	January	Sunday	1
624	Unknown	Unknown	53	165.74524	160	2017-01-22	seanchapman@gmail.com	Clothing	Middle	CL	26519.24	1988.94	28508.18	2017	1	January	Sunday	1
625	JENNIFER	Unknown	53	147.01	160	2013-10-19	no@email.com	Electronics	Middle	ET	23521.6	1764.12	25285.719999999998	2013	10	October	Saturday	4
626	robert	Unknown	53	162.54843	160	2007-08-14	no@email.com	Electronics	Middle	ET	26007.75	1950.58	27958.33	2007	8	August	Tuesday	3
627	Veronica	Unknown	19	497.64	160	2024-05-21	no@email.com	Furniture	Young	FR	79622.4	5971.68	85594.07999999999	2024	5	May	Tuesday	2
628	Eddie	Male	23	292.01	45	2009-11-16	bryce93@larson.com	Electronics	Young	ET	13140.45	985.53	14125.980000000001	2009	11	November	Monday	4
629	Peter	Male	53	165.74524	60	2022-12-14	brooke13@gmail.com	Clothing	Middle	CL	9944.71	745.85	10690.56	2022	12	December	Wednesday	4
630	Unknown	Unknown	48	162.54843	60	2022-12-14	no@email.com	Electronics	Middle	ET	9752.91	731.47	10484.38	2022	12	December	Wednesday	4
