customer-id,customer name,gender,age,price,quantity,purchase-date,email,category
402,,Male,54.0,142.23,,invalid_date,,eLeCtrOnIcs
403,travis,Female,,115.46,86.0,2021-13-40,shannongarcia@hotmail.com,furniture
404,evan,Male,54.0,372.13,,invalid_date,,eLeCtrOnIcs
405,Philip,unknown,66.0,-18.22,54.0,2021-13-40,,Electronics
406,John,unknown,,100.28,75.0,invalid_date,,furniture
407,PATRICK,unknown,,,,2012-11-04,,ClOThIng
408,ABIGAIL,female,,180.62,140.0,2021-13-40,,Electronics
409,Rachel,,63.0,276.01,10.0,,,clothing
410,Catherine,MALE,,9.99,116.0,2020-08-13,petervargas@gmail.com,electronics
411,Kelli Ruiz,female,80.0,,,2020-07-10,,eLeCtrOnIcs
412,JOHNNY,unknown,19.0,120.29,62.0,invalid_date,,furnITure
413,NEIL,MALE,,,20.0,2021-13-40,,CLOTHING
414,Michael,female,79.0,121.28,,2021-13-40,,eLeCtrOnIcs
415,Rachel,unknown,46.0,,,invalid_date,,electronics
416,jessica,,,47.83,47.0,2023-01-05,vickie23@hotmail.com,CLOTHING
417,,female,68.0,,,invalid_date,,Cloth ing
418,Jared,female,,,,2023-05-27,mthomas@navarro.com,CLOTHING
419,Justin,MALE,28.0,25.54,76.0,2023-07-30,bparker@yahoo.com,CLOTHING
420,BRENT,,67.0,,101.0,invalid_date,tabitha83@cole-perez.com,CLOTHING
421,,female,62.0,,48.0,invalid_date,,furnITure
422,Kristen Jackson,MALE,,,111.0,invalid_date,,Electronics
423,JEREMIAH,Female,37.0,160.68,60.0,2021-13-40,,eLeCtrOnIcs
424,Amanda Ortiz,female,,,133.0,,awalker@tucker.org,CLOTHING
425,KAREN,,,,29.0,2007-07-30,,furniture
426,Amanda Johnson,MALE,63.0,,,,,Cloth ing
427,,MALE,57.0,-15.86,7.0,2024-04-11,,furnITure
428,nicole,female,38.0,,195.0,2021-13-40,,CLOTHING
429,,,53.0,,132.0,2021-13-40,frances91@hotmail.com,eLeCtrOnIcs
430,JAMES,unknown,71.0,,56.0,,,furniture
431,Edward Thomas,,35.0,15.68,,invalid_date,,Cloth ing
432,george,Male,35.0,303.67,126.0,invalid_date,bendereric@hotmail.com,Electronics
433,kevin,MALE,92.0,,120.0,2022-04-26,,Cloth ing
434,Jamie Dougherty,,17.0,,141.0,invalid_date,,furnITure
435,Beverly Webb,MALE,,52.21,,2021-13-40,,clothing
436,,,,135.64,57.0,invalid_date,sparkschristina@decker.com,clothing
437,,female,42.0,110.25,35.0,2021-13-40,,Cloth ing
438,angela,unknown,47.0,78.84,149.0,2021-13-40,,CLOTHING
439,michelle,Male,,126.01,,2021-13-40,,Cloth ing
440,LUIS,female,65.0,,106.0,invalid_date,,furniture
441,mike,Male,72.0,,25.0,invalid_date,kyle08@hotmail.com,clothing
442,JONATHAN,unknown,,321.75,174.0,,,clothing
443,Robin,MALE,51.0,105.88,19.0,2021-13-40,stephaniewalsh@chan.com,furniture
444,Laura,,51.0,-22.18,,invalid_date,,clothing
445,Jessica,unknown,34.0,410.79,86.0,invalid_date,frank27@medina.info,eLeCtrOnIcs
446,andrew,,,195.81,,2021-13-40,,Cloth ing
447,anthony,Female,,-47.65,111.0,2021-13-40,byrdjared@parker.biz,furniture
448,COREY,,80.0,266.21,120.0,2021-13-40,,electronics
449,Mark,,27.0,84.59,,2025-09-28,jonathan79@yahoo.com,furnITure
450,Breanna Blair,unknown,76.0,,156.0,2024-03-31,,electronics
451,Jordan Perkins,unknown,,186.97,184.0,,,furnITure
452,Gary,female,,297.7,,2000-04-11,,CLOTHING
453,AMY,Male,69.0,473.4,136.0,invalid_date,,eLeCtrOnIcs
454,brian,unknown,43.0,85.82,,,,ClOThIng
455,Alexa Johnson,Female,78.0,,35.0,invalid_date,,electronics
456,Robert,,,,198.0,2001-03-04,,eLeCtrOnIcs
457,,,,495.18,145.0,2021-13-40,,furnITure
458,THOMAS,female,,,,2025-08-30,,Cloth ing
459,Jacqueline Mccormick,female,,216.42,,2020-08-20,christineclark@hotmail.com,electronics
460,,MALE,91.0,302.05,4.0,,susan08@hotmail.com,furnITure
461,Daniel Mclaughlin,MALE,26.0,111.1,,2021-13-40,stephanieford@gmail.com,furniture
462,,MALE,,,158.0,2024-06-10,cathy89@goodman.net,clothing
463,,Male,28.0,371.05,,2005-11-11,ashley04@valdez.info,electronics
464,Scott Cain,,55.0,462.41,184.0,invalid_date,,ClOThIng
465,JESSICA,,84.0,,173.0,2024-10-15,,eLeCtrOnIcs
466,,MALE,61.0,36.18,156.0,2005-01-17,clarkraymond@mccarthy-sweeney.com,clothing
467,,unknown,89.0,-42.98,129.0,,watsonjerry@burgess-rios.com,eLeCtrOnIcs
468,Charles,Male,,471.31,16.0,2025-06-19,mchristensen@jones.com,electronics
469,,unknown,77.0,175.15,187.0,2009-08-10,,furnITure
470,Lauren Mann,,63.0,153.9,,invalid_date,wagnerdarlene@yahoo.com,Cloth ing
471,Sarah Weber,,93.0,93.47,,2024-02-28,taylorbethany@yahoo.com,CLOTHING
472,,unknown,,,,2021-13-40,,Electronics
473,stephanie,unknown,19.0,,99.0,2017-05-15,iwalters@becker.com,ClOThIng
474,,,52.0,114.54,,2015-01-10,,furnITure
475,Andrew Rodgers,female,45.0,,108.0,2010-04-19,,furnITure
476,Brian,MALE,,,21.0,2021-13-40,,clothing
477,,,,,,2023-08-25,markssherri@gmail.com,clothing
478,MARIO,Male,,282.41,,2021-13-40,,ClOThIng
479,Justin,,,4.97,,2018-07-23,,furniture
480,Amy Velasquez,female,16.0,,,invalid_date,,clothing
481,Jacob,female,27.0,265.08,149.0,2021-13-40,,ClOThIng
482,Sandra Horton,unknown,45.0,51.3,,invalid_date,,furnITure
483,Susan Davis,Male,33.0,106.57,,,,ClOThIng
484,,unknown,62.0,-9.68,,,cartercharlene@stokes-lawson.com,furnITure
485,joy,MALE,87.0,169.51,23.0,,,Electronics
486,Tiffany,Male,35.0,79.82,34.0,2021-13-40,,Cloth ing
487,carrie,female,,146.01,67.0,2025-07-23,jmurillo@yahoo.com,electronics
488,Kimberly,,40.0,24.76,70.0,2024-04-03,courtneypalmer@frye.com,furniture
489,lisa,Male,34.0,339.51,181.0,invalid_date,allisonrobinson@sanchez.com,clothing
490,BRITTANY,Male,,192.8,114.0,invalid_date,,clothing
491,,unknown,,,,,,ClOThIng
492,michael,,,150.79,178.0,2021-03-03,,eLeCtrOnIcs
493,,,43.0,,,,,eLeCtrOnIcs
494,JUAN,female,,146.81,88.0,invalid_date,,ClOThIng
495,,,,,94.0,2007-05-26,lhenderson@yahoo.com,clothing
496,,,,,51.0,2012-06-07,,Electronics
497,anthony,MALE,10.0,334.72,123.0,2021-13-40,,CLOTHING
498,Brianna,female,37.0,,182.0,2021-13-40,,furniture
499,KIMBERLY,MALE,13.0,,,2021-05-11,,furniture
500,Lauren,female,,48.54,177.0,invalid_date,,Electronics
501,stephanie,,64.0,,,2025-05-25,,Cloth ing
502,WILLIAM,Female,27.0,,,2024-09-04,mary53@washington.info,furnITure
503,EDWARD,unknown,86.0,463.86,113.0,2008-05-01,,furniture
504,Debbie Macdonald,Female,,391.53,,invalid_date,,clothing
505,Rodney Carter,unknown,78.0,63.54,,2021-13-40,,furniture
506,Amy,Female,71.0,197.67,65.0,invalid_date,,Cloth ing
507,ANDREW,Female,49.0,,,,christinapowell@hernandez-walker.com,clothing
508,,MALE,,114.98,48.0,2021-13-40,,Cloth ing
509,caitlin,female,46.0,,133.0,invalid_date,,electronics
510,,female,91.0,491.44,34.0,2022-03-04,marquezmelissa@gmail.com,furnITure
511,,MALE,59.0,498.51,140.0,,,ClOThIng
512,Derek,MALE,42.0,5.56,,,,clothing
513,,female,42.0,63.77,48.0,2021-13-40,,clothing
514,BRIAN,unknown,13.0,,121.0,invalid_date,seanwright@zamora-deleon.info,ClOThIng
515,steven,unknown,,,103.0,2021-13-40,frank62@wagner-simmons.com,ClOThIng
516,Jeffery Campbell,unknown,,300.93,,2018-11-25,williamvillegas@ray-tucker.net,Cloth ing
517,Kayla,unknown,67.0,,155.0,invalid_date,mcculloughjames@schultz.com,furnITure
518,,,,,103.0,2024-08-19,,Cloth ing
519,,female,,,11.0,2021-13-40,,electronics
520,Alicia Johnson,,51.0,173.36,6.0,2021-13-40,,clothing
521,,,50.0,74.34,,2024-08-03,,electronics
522,Laura,unknown,79.0,,86.0,invalid_date,,Cloth ing
523,,female,54.0,323.97,,,,Electronics
524,KYLE,,47.0,,59.0,2021-13-40,lyonsbrad@graham.com,ClOThIng
525,MARK,MALE,51.0,277.86,,invalid_date,,Cloth ing
526,MARY,MALE,100.0,-42.42,,,,electronics
527,Jay,MALE,,195.81,,2022-09-20,vbrown@baker-ruiz.info,clothing
528,Olivia Espinoza,unknown,19.0,139.07,109.0,2021-13-40,jrussell@schmidt-riggs.biz,Electronics
529,Zachary Barnett,female,33.0,,101.0,invalid_date,fryeamy@yahoo.com,electronics
530,Carrie Lee,MALE,32.0,340.93,180.0,invalid_date,,clothing
531,Joyce,unknown,49.0,454.41,145.0,,patrick43@simmons-santiago.com,clothing
532,Frank White,female,48.0,,22.0,2021-13-40,,CLOTHING
533,Kyle Pittman,,,275.07,32.0,invalid_date,ian17@phillips.com,ClOThIng
534,JOSEPH,Male,63.0,42.34,169.0,,,electronics
535,,female,,-5.91,,2021-13-40,,Cloth ing
536,TIMOTHY,Male,72.0,124.81,19.0,2021-11-14,,Electronics
537,,female,18.0,212.17,54.0,2023-11-19,,eLeCtrOnIcs
538,joshua,female,67.0,,4.0,2021-13-40,matthewbarrera@kane.info,CLOTHING
539,,MALE,,181.77,,,nwilliams@yahoo.com,ClOThIng
540,stanley,Female,,131.34,58.0,,,furnITure
541,Monica,unknown,43.0,137.91,30.0,2025-10-16,,eLeCtrOnIcs
542,joel,unknown,46.0,245.93,198.0,2005-09-01,,Electronics
543,MELISSA,Male,21.0,156.6,,2021-13-40,,Electronics
544,Ashley,Male,93.0,485.01,,2021-09-18,,Electronics
545,Emily Jackson,female,36.0,427.75,112.0,2024-02-19,,clothing
546,jennifer,unknown,41.0,85.63,,,,Cloth ing
547,Amanda Suarez,,,,175.0,,,Electronics
548,JOSEPH,Female,,,61.0,2017-08-02,,eLeCtrOnIcs
549,BRIANNA,female,,206.76,132.0,invalid_date,jacksondavid@bishop.com,electronics
550,,MALE,79.0,72.37,185.0,,wrogers@bowen.com,electronics
551,leslie,female,,167.11,193.0,2012-09-20,,Electronics
552,JOHN,Male,,,,invalid_date,taylorkelly@gmail.com,furniture
553,,unknown,,,,invalid_date,abigail68@hammond.info,furniture
554,CHELSEA,,75.0,,3.0,2008-11-01,,furniture
555,,female,50.0,47.32,,2021-13-40,,Electronics
556,Tiffany,female,98.0,459.03,4.0,,,furniture
557,Haley Barron,Male,,,,2021-13-40,,furnITure
558,david,female,54.0,,,2024-01-19,,Electronics
559,Mary,Male,16.0,,,2020-06-08,,CLOTHING
560,TONY,unknown,73.0,,138.0,2021-13-40,lori64@gmail.com,furnITure
561,,Male,,164.17,174.0,2021-13-40,,electronics
562,,,25.0,28.4,148.0,,,electronics
563,Stacey Miranda,Male,,,,,amoore@yahoo.com,CLOTHING
564,VERONICA,MALE,,,,2021-13-40,youngmatthew@burgess.info,Cloth ing
565,,MALE,48.0,,,2021-13-40,,furnITure
566,,,43.0,,88.0,2019-01-30,,Cloth ing
567,JONATHAN,,,18.4,48.0,invalid_date,,clothing
568,Teresa,unknown,77.0,17.99,2.0,,,Electronics
569,Patrick,unknown,66.0,,,2023-10-09,,CLOTHING
570,,female,,345.22,,2021-13-40,sheila59@gmail.com,Electronics
571,Renee Smith,Male,33.0,191.01,195.0,2021-13-40,,electronics
572,Diane,Male,89.0,492.59,,2006-07-12,,CLOTHING
573,,,93.0,123.24,127.0,2023-03-20,,CLOTHING
574,Charles,female,,,82.0,2021-13-40,sarah20@hotmail.com,ClOThIng
575,JENNIFER,Female,27.0,-45.15,141.0,,,electronics
576,Jenny Mora,,60.0,,,2018-10-27,,Electronics
577,Stephen Wilson,Female,21.0,,30.0,2021-13-40,,Cloth ing
578,,MALE,52.0,,187.0,2023-11-06,,clothing
579,Aaron Pierce,unknown,36.0,216.75,88.0,2021-13-40,,Cloth ing
580,casey,unknown,38.0,,9.0,,,furnITure
581,Robert,female,96.0,133.82,-9.0,,,Cloth ing
582,GREGORY,female,62.0,417.57,36.0,2021-13-40,rossbrittany@wyatt.com,eLeCtrOnIcs
583,erin,female,69.0,,21.0,2021-13-40,nathanclark@soto.com,furnITure
584,,unknown,68.0,,195.0,2025-03-06,davidshepherd@gmail.com,Cloth ing
585,Michael,Male,63.0,283.58,138.0,,nbutler@yahoo.com,ClOThIng
586,Kristina,MALE,53.0,,10.0,invalid_date,,eLeCtrOnIcs
587,kelly,Male,45.0,,,2021-13-40,ronald11@yahoo.com,Cloth ing
588,,MALE,,11.78,70.0,2005-07-18,alyssabell@yahoo.com,furniture
589,Amanda,MALE,,196.34,,,daughertyjamie@yahoo.com,furniture
590,,female,,,176.0,2020-09-17,julie55@hotmail.com,CLOTHING
591,Kimberly Graham,Female,51.0,,163.0,2021-13-40,,furniture
592,Micheal Shelton,,29.0,,144.0,invalid_date,,clothing
593,Janet,Female,26.0,,184.0,2021-13-40,,eLeCtrOnIcs
594,Amy Howell,Female,,480.53,173.0,2021-13-40,grivas@hotmail.com,Cloth ing
595,Erin,,,,,invalid_date,hollyhansen@gmail.com,eLeCtrOnIcs
596,Melissa,Female,32.0,212.27,119.0,invalid_date,,CLOTHING
597,Shawna,,81.0,,,2021-13-40,,clothing
598,KIMBERLY,MALE,,450.96,-10.0,2022-04-01,,furnITure
599,gina,,,,142.0,2022-02-06,xhayes@hotmail.com,furnITure
600,KIRK,Female,,81.79,65.0,2021-13-40,,CLOTHING
601,Linda Lee,female,66.0,186.09,128.0,2022-05-28,,Electronics
602,,MALE,47.0,115.77,91.0,2021-13-40,,furnITure
603,jennifer,female,68.0,,,2021-13-40,,Cloth ing
604,,Male,,118.36,-1.0,invalid_date,,clothing
605,meagan,,17.0,,,,,furniture
606,Marcus,,64.0,114.87,198.0,2018-02-16,anthonybradley@hotmail.com,eLeCtrOnIcs
607,JENNIFER,Female,,,117.0,,wsmith@lynch.com,furniture
608,,Male,57.0,100.53,153.0,2001-06-05,,electronics
609,victoria,MALE,10.0,,51.0,2024-04-02,alicia48@cooper-morris.biz,furniture
610,,female,47.0,,125.0,,jacob88@yahoo.com,clothing
611,,MALE,18.0,,,invalid_date,carolyn30@galvan.com,Cloth ing
612,Spencer Sanders,unknown,45.0,395.57,185.0,invalid_date,williamsryan@gmail.com,ClOThIng
613,,MALE,,,,invalid_date,,Electronics
614,JACQUELINE,Female,31.0,364.38,67.0,2021-07-16,iwarner@jones-clark.biz,electronics
615,Stacy,female,,,,2021-13-40,destiny68@jenkins.net,furnITure
616,nathan,unknown,71.0,,,,,furniture
617,Katie Simmons,unknown,,-19.44,183.0,2021-13-40,,Cloth ing
618,TARA,,25.0,,122.0,2021-13-40,,clothing
619,,Female,,-45.86,53.0,2021-13-40,,electronics
620,linda,Female,74.0,,108.0,2023-02-23,,furnITure
621,charles,,,109.94,108.0,invalid_date,mary43@hotmail.com,furnITure
622,Robert,unknown,73.0,,82.0,2021-13-40,,clothing
623,,Male,79.0,4.6,160.0,2017-01-22,,electronics
624,,unknown,,,,,seanchapman@gmail.com,ClOThIng
625,JENNIFER,unknown,,147.01,,2013-10-19,,electronics
626,robert,,,,,2007-08-14,,electronics
627,Veronica,unknown,19.0,497.64,,2024-05-21,,furnITure
628,Eddie,MALE,23.0,292.01,45.0,2009-11-16,bryce93@larson.com,electronics
629,Peter,Male,,,60.0,2022-12-14,brooke13@gmail.com,Cloth ing
630,,,48.0,,,,,eLeCtrOnIcs
631,jennifer,MALE,,,,2023-03-04,,ClOThIng
632,christopher,,94.0,384.0,,2014-08-21,rowlandmatthew@wilcox-baird.info,Cloth ing
633,NATHAN,Female,31.0,0.78,,2020-12-26,,CLOTHING
634,gail,Male,55.0,,,,,Cloth ing
635,anthony,female,,101.62,92.0,,,electronics
636,CHRISTINA,female,66.0,,79.0,2007-05-24,,furnITure
637,Mrs. Stacy Fields,,,,,2022-09-15,christian12@pena-stanton.com,electronics
638,Jennifer Jefferson,unknown,26.0,381.86,126.0,2025-06-18,brandi94@hotmail.com,eLeCtrOnIcs
639,,,26.0,479.73,4.0,invalid_date,,furniture
640,,female,72.0,458.4,127.0,invalid_date,,furnITure
641,alicia,MALE,,494.16,113.0,,xpetty@sanchez-knight.com,furnITure
642,JOHN,unknown,32.0,198.03,,2021-13-40,czuniga@sellers.info,clothing
643,Yolanda,female,40.0,-20.67,158.0,2021-13-40,,ClOThIng
644,erik,unknown,,,,2022-04-07,dblackburn@grimes.com,electronics
645,CLAIRE,unknown,,82.7,,invalid_date,,furniture
646,tammy,Male,21.0,391.85,-5.0,2003-10-27,,CLOTHING
647,Austin,female,37.0,,124.0,2003-07-11,,CLOTHING
648,Cory,Female,,34.58,164.0,2021-11-13,prosario@parker-lopez.info,Electronics
649,Steven Herrera,unknown,28.0,,,,,furnITure
650,daniel,Female,,26.8,,,,Cloth ing
651,NATHANIEL,,59.0,58.86,12.0,2022-09-13,ojohnson@hotmail.com,electronics
652,DONALD,MALE,,,,2022-12-04,melissa67@bishop.net,Cloth ing
653,Ryan,Male,27.0,,,invalid_date,francorandall@houston.com,clothing
654,Larry,unknown,46.0,131.16,,2021-13-40,kathylopez@yahoo.com,Electronics
655,Patricia Thomas,Female,46.0,,155.0,2020-06-04,kevinstevens@yahoo.com,CLOTHING
656,eric,,46.0,,,2021-13-40,,furniture
657,Kelsey,,58.0,185.33,189.0,,,ClOThIng
658,kathleen,unknown,67.0,,161.0,invalid_date,,furniture
659,,unknown,80.0,58.13,139.0,invalid_date,,eLeCtrOnIcs
660,CARLA,unknown,73.0,-31.28,,,,ClOThIng
661,,MALE,,78.3,61.0,2024-08-25,weavernicole@hotmail.com,ClOThIng
662,kelly,MALE,24.0,122.51,91.0,invalid_date,todd33@powell-evans.com,ClOThIng
663,cynthia,unknown,61.0,,98.0,invalid_date,,eLeCtrOnIcs
664,Melissa,female,36.0,252.58,,invalid_date,tiffany31@kemp.biz,CLOTHING
665,Michael Robertson,MALE,54.0,55.82,40.0,,,CLOTHING
666,jack,Female,,,140.0,,thompsonelaine@gmail.com,CLOTHING
667,Jacob Walters,unknown,20.0,-31.25,70.0,invalid_date,,Cloth ing
668,Kaitlin,,,,97.0,2021-13-40,,ClOThIng
669,Dylan Castro,female,48.0,306.96,50.0,,,furniture
670,DONNA,,,129.08,145.0,2008-01-15,jeremiahherring@hotmail.com,ClOThIng
671,Rebecca,female,14.0,,,2021-13-40,,ClOThIng
672,christopher,unknown,87.0,24.36,112.0,2020-12-19,nicholasrichmond@yahoo.com,furnITure
673,ELIZABETH,,,,181.0,,jennifer98@hotmail.com,Cloth ing
674,,MALE,,,192.0,2013-09-10,,eLeCtrOnIcs
675,Ariana Porter,female,43.0,187.09,,,stacey06@yahoo.com,furnITure
676,gregory,,,4.34,44.0,invalid_date,,furniture
677,Amanda Mccullough,,,80.19,178.0,2001-11-30,,CLOTHING
678,justin,female,46.0,35.95,162.0,2011-03-23,gentrymichael@owens.biz,Electronics
679,Tracey,,,150.81,26.0,2021-13-40,,furnITure
680,Noah Mitchell,female,,,66.0,2021-13-40,joseph09@miller.com,electronics
681,Scott,Female,43.0,179.59,,2021-13-40,,eLeCtrOnIcs
682,,,,,56.0,,,clothing
683,Michael Solomon,,,,122.0,2012-06-28,,CLOTHING
684,Victoria Carr,female,47.0,478.25,,2022-03-11,,clothing
685,KAREN,unknown,,464.3,36.0,2015-04-09,,clothing
686,NANCY,female,,295.01,,invalid_date,hannah78@yahoo.com,electronics
687,,MALE,74.0,,,2019-09-18,,furniture
688,,unknown,80.0,115.45,,2010-01-24,,electronics
689,Kenneth,Female,,123.92,,,,furnITure
690,Sandra Sims,unknown,,163.1,104.0,invalid_date,,eLeCtrOnIcs
691,edward,MALE,36.0,,45.0,2020-08-21,,eLeCtrOnIcs
692,Brooke Fields,unknown,,,,2008-09-28,,electronics
693,ANTHONY,,79.0,75.47,,invalid_date,,eLeCtrOnIcs
694,stephanie,female,64.0,,169.0,2021-13-40,,furnITure
695,kevin,,62.0,-20.18,123.0,2023-08-28,,clothing
696,william,MALE,,-13.94,13.0,2008-03-13,,furnITure
697,Mark,Male,26.0,375.69,,2022-09-13,mosesvanessa@hotmail.com,CLOTHING
698,Mark Brooks MD,,64.0,,158.0,invalid_date,,eLeCtrOnIcs
699,Nicole Murray,unknown,48.0,,,2022-05-28,rtodd@yahoo.com,Cloth ing
700,JASON,female,69.0,6.7,93.0,2006-08-07,,ClOThIng
701,William Jones,unknown,,,24.0,,,Cloth ing
702,BRENDA,female,97.0,26.05,109.0,2021-13-40,grahamjeffrey@rose.org,ClOThIng
703,,,50.0,-43.85,24.0,,,ClOThIng
704,Arthur Macias,female,,160.36,,,,eLeCtrOnIcs
705,Maurice,Male,,,16.0,,,clothing
706,JOSEPH,female,,,123.0,,lucasalexis@gonzalez.com,eLeCtrOnIcs
707,MICHELLE,,74.0,,130.0,,scottcooper@cole.com,Electronics
708,Brenda,,,30.99,186.0,2019-05-12,stephaniekelly@obrien.info,furniture
709,,female,24.0,101.54,96.0,2025-04-07,,Electronics
710,Jennifer Sanchez,Female,48.0,100.94,199.0,,,electronics
711,luis,Female,,79.59,120.0,2004-05-10,,CLOTHING
712,michael,female,60.0,81.94,,invalid_date,,furniture
713,evan,Male,21.0,,85.0,2023-11-12,,eLeCtrOnIcs
714,Paul,female,77.0,48.24,6.0,invalid_date,dturner@hotmail.com,furnITure
715,James Jones,female,79.0,140.27,,invalid_date,,CLOTHING
716,Derek,,,80.51,,invalid_date,,furniture
717,dustin,Male,22.0,-38.21,61.0,2023-08-06,,ClOThIng
718,,female,73.0,,,,tyler10@orozco-taylor.com,clothing
719,,,,227.99,68.0,2015-12-29,,CLOTHING
720,Monica,,41.0,,77.0,,,CLOTHING
721,Deanna,female,,,124.0,,victoriataylor@jones.org,eLeCtrOnIcs
722,Derek,,33.0,275.4,3.0,invalid_date,joel22@hernandez-black.biz,furnITure
723,kyle,female,,45.12,60.0,,carol25@hotmail.com,eLeCtrOnIcs
724,Matthew Brown,Female,,130.25,151.0,2021-06-21,,CLOTHING
725,Kenneth Dawson,female,76.0,,98.0,2021-11-28,,furnITure
726,christina,MALE,,,194.0,,eatonbrian@moss.com,furnITure
727,Megan Fletcher,unknown,80.0,57.92,105.0,2007-01-17,,eLeCtrOnIcs
728,Christian Keller,Male,32.0,27.38,,2001-06-07,,furnITure
729,JOSEPH,,74.0,107.37,49.0,2021-13-40,,furniture
730,Emily,female,32.0,35.78,90.0,2021-13-40,,Electronics
731,Margaret King,,64.0,140.36,10.0,2023-11-12,karl85@hotmail.com,CLOTHING
732,Yvonne Malone,Female,99.0,-3.39,,2024-05-03,,clothing
733,,female,,417.61,82.0,2021-13-40,,furnITure
734,Amber,,27.0,360.66,6.0,2021-13-40,,furniture
735,,unknown,81.0,10.03,85.0,,,furnITure
736,,unknown,57.0,446.37,157.0,,,ClOThIng
737,Mrs. Sierra Mckinney,female,,54.03,,2021-13-40,,Electronics
738,Daniel,,94.0,194.77,,,johnsonrobert@yahoo.com,ClOThIng
739,,Female,,18.82,40.0,,,eLeCtrOnIcs
740,ANNE,unknown,,-20.31,200.0,2021-13-40,atkinsonvalerie@yahoo.com,clothing
741,robert,female,,-9.53,33.0,2017-07-28,,ClOThIng
742,,MALE,,92.95,10.0,invalid_date,james89@higgins-wilson.com,ClOThIng
743,DAVID,,,,,2020-09-27,,ClOThIng
744,Lindsey Jackson,unknown,80.0,481.48,85.0,2021-13-40,,clothing
745,Shari Tucker,unknown,,481.4,63.0,invalid_date,,electronics
746,,unknown,64.0,-6.75,140.0,2014-05-04,,eLeCtrOnIcs
747,,,22.0,112.21,5.0,invalid_date,,clothing
748,JACOB,Female,64.0,171.71,,2021-13-40,,electronics
749,John,female,35.0,101.08,46.0,2020-10-08,,ClOThIng
750,charles,unknown,28.0,,,invalid_date,,Electronics
751,Michael Nguyen,MALE,56.0,206.4,126.0,,matthew98@parks.net,eLeCtrOnIcs
752,,,68.0,72.05,81.0,,qfigueroa@fisher-santos.com,eLeCtrOnIcs
753,,MALE,39.0,,15.0,2021-13-40,,Cloth ing
754,Tara Montgomery,MALE,,,,2022-10-17,paulspears@yahoo.com,CLOTHING
755,DUSTIN,unknown,,229.8,,2010-11-26,,electronics
756,,,71.0,,,invalid_date,,Electronics
757,Jonathan Walker,,23.0,,-3.0,invalid_date,,Cloth ing
758,,,64.0,,43.0,invalid_date,jenna39@hardy-mathis.biz,Cloth ing
759,JACOB,MALE,,53.33,,2021-13-40,whiteaaron@yahoo.com,clothing
760,jessica,MALE,35.0,310.87,,2006-01-16,jaimebarnes@yahoo.com,eLeCtrOnIcs
761,ricky,female,38.0,,62.0,2021-13-40,brittanyclark@johnson.com,electronics
762,KELLY,,35.0,,13.0,2021-13-40,daniel38@garcia.com,ClOThIng
763,John,,30.0,,151.0,2021-13-40,melendezjames@hotmail.com,furniture
764,David,,,201.44,93.0,invalid_date,,Electronics
765,jose,female,,,133.0,2021-13-40,,eLeCtrOnIcs
766,Lorraine,female,67.0,486.73,,2025-02-16,,furniture
767,,female,76.0,127.74,196.0,,nbradley@yahoo.com,furniture
768,,,19.0,,46.0,2008-07-20,,furnITure
769,shelly,female,24.0,-8.27,196.0,2019-09-14,,clothing
770,,unknown,32.0,87.01,106.0,invalid_date,,clothing
771,Kevin,,73.0,424.35,12.0,2022-04-12,,Electronics
772,RYAN,female,97.0,63.97,46.0,2021-01-31,millerstephen@martinez-lee.net,Electronics
773,bryce,female,22.0,405.41,35.0,,,furnITure
774,DEVIN,MALE,95.0,,185.0,2015-02-11,xgarcia@rosales-clark.com,eLeCtrOnIcs
775,amanda,Female,,71.1,54.0,invalid_date,,Electronics
776,,MALE,16.0,180.41,87.0,2025-04-26,carrollgina@gmail.com,eLeCtrOnIcs
777,Kelly Green,Female,,,44.0,invalid_date,,ClOThIng
778,,female,74.0,215.82,,2002-05-05,atapia@burns.biz,Electronics
779,Melissa,unknown,66.0,82.87,157.0,2019-11-10,john16@yahoo.com,eLeCtrOnIcs
780,Deborah,,,2.29,2.0,invalid_date,,furnITure
781,BILLY,Male,43.0,195.47,40.0,,,ClOThIng
782,LINDSAY,Female,37.0,455.38,52.0,2021-01-26,,Cloth ing
783,,,44.0,125.38,69.0,invalid_date,,furniture
784,THOMAS,Male,29.0,-36.27,,,andrea35@hotmail.com,ClOThIng
785,ZACHARY,,77.0,133.96,146.0,invalid_date,veronica44@thomas.biz,furnITure
786,,female,29.0,30.93,32.0,,,electronics
787,Victoria,unknown,50.0,148.79,-8.0,,,furnITure
788,steven,,41.0,88.3,167.0,2024-03-06,,CLOTHING
789,roger,unknown,69.0,259.61,42.0,,,ClOThIng
790,Jared Chavez,MALE,52.0,10.84,,2021-13-40,,CLOTHING
791,max,MALE,68.0,187.22,175.0,2002-06-29,,electronics
792,nathan,female,,38.09,126.0,invalid_date,justinhayes@yahoo.com,furnITure
793,Stacy,female,,,183.0,2021-04-19,,electronics
794,Cassidy Stewart,unknown,,398.33,44.0,2004-03-04,rachelsantiago@miranda-brock.info,furnITure
795,adam,Female,,,142.0,2016-02-26,,furnITure
796,Brian,,73.0,47.28,162.0,2016-06-10,walvarado@johnson.com,eLeCtrOnIcs
797,MICHAEL,unknown,,458.42,104.0,2019-11-08,,Electronics
798,,Male,,108.35,62.0,invalid_date,,furnITure
799,NINA,unknown,,164.49,63.0,2025-07-29,jharvey@gmail.com,clothing
